frame_index,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24
114,245.82376098632812,256.7137756347656,248.91041564941406,560.7109375,1111.8935546875,257.1202392578125,548.9109497070312,1080.605712890625,309.8458251953125,314.36761474609375,680.450927734375,370.4169616699219,312.8919677734375,829.9102172851562,396.7069396972656,252.52235412597656,243.1929168701172,244.57225036621094,246.44558715820312,1777.5123291015625,1782.8134765625,1727.896484375,1759.21875,1752.63330078125,1714.85986328125
115,273.48193359375,288.1071472167969,259.6885681152344,579.1658935546875,1165.268310546875,300.1044006347656,582.648681640625,1152.790283203125,321.9304504394531,321.97882080078125,719.640869140625,370.5020751953125,321.4666748046875,840.2057495117188,396.7310485839844,266.49859619140625,262.1089172363281,254.2842254638672,260.0450744628906,1777.534423828125,1782.81982421875,1727.9287109375,1759.221435546875,1753.66455078125,1713.7281494140625
116,279.3186340332031,290.85693359375,271.1566467285156,571.8958129882812,1199.28759765625,307.35247802734375,600.2369995117188,1219.9658203125,321.8122253417969,317.28179931640625,727.189208984375,375.184326171875,331.0566711425781,879.3212280273438,403.4559020996094,282.90704345703125,272.3249206542969,275.13214111328125,266.3354797363281,1777.5040283203125,1781.4912109375,1727.97705078125,1759.208251953125,1753.6715087890625,1713.767822265625
117,276.15087890625,275.8879089355469,271.0543518066406,551.0338134765625,1157.1390380859375,285.6711730957031,597.4255981445312,1206.140380859375,325.1404724121094,317.2138977050781,706.3095092773438,375.5416564941406,331.1461181640625,844.864013671875,403.4306640625,282.7659912109375,262.01055908203125,274.9977111816406,261.9173278808594,1776.2486572265625,1781.4854736328125,1727.969970703125,1759.211669921875,1753.6793212890625,1713.881591796875
118,285.2225341796875,294.86004638671875,280.6478271484375,575.7604370117188,1199.4522705078125,306.973876953125,587.0308227539062,1223.755615234375,343.1527404785156,328.1321716308594,703.2369384765625,1707.037109375,348.61865234375,871.47802734375,403.3952941894531,281.7056884765625,277.11224365234375,276.2732849121094,912.1428833007812,1777.534912109375,1784.16015625,1727.9237060546875,1759.18408203125,1752.6195068359375,1715.0572509765625
119,285.3111267089844,283.27178955078125,249.33798217773438,291.9085388183594,498.99237060546875,318.6963806152344,580.4902954101562,1196.8004150390625,329.45721435546875,315.91741943359375,695.01416015625,1707.0648193359375,345.02264404296875,855.5419921875,1732.9375,281.6987609863281,280.6670837402344,276.0440979003906,912.1490478515625,1777.5308837890625,1784.1510009765625,1727.915771484375,1759.1861572265625,1752.619140625,1715.079345703125
120,269.20709228515625,315.76226806640625,280.62908935546875,552.1170043945312,1130.2318115234375,346.90972900390625,584.2817993164062,1193.01806640625,350.6197814941406,335.4768371582031,712.0491943359375,386.3383483886719,356.820068359375,914.6111450195312,1732.9569091796875,267.9103698730469,275.1000671386719,269.3990783691406,912.239990234375,1778.8148193359375,1784.1627197265625,1727.9727783203125,1759.236328125,1753.7197265625,1720.757080078125
121,261.1507873535156,297.29296875,255.19956970214844,319.42694091796875,2109.6494140625,336.1943664550781,571.2511596679688,1136.4405517578125,346.0682067871094,328.1097717285156,698.5006103515625,1708.3232421875,356.796875,937.4104614257812,1734.226318359375,267.5883483886719,260.797119140625,258.41070556640625,912.1332397460938,1778.8427734375,1785.5196533203125,1727.9583740234375,1759.2132568359375,1753.685791015625,1719.4549560546875
122,261.280517578125,265.5232238769531,230.54345703125,318.5914001464844,407.2848815917969,316.3754577636719,564.9751586914062,1137.4830322265625,335.7664794921875,317.04766845703125,704.8351440429688,1708.32470703125,353.2430725097656,955.1141967773438,1734.2239990234375,264.15545654296875,263.4668273925781,251.44097900390625,912.130615234375,1778.8421630859375,1785.5208740234375,1727.9493408203125,1759.2149658203125,1753.6865234375,1719.446533203125
123,886.5853271484375,249.19241333007812,215.01502990722656,296.4970703125,380.5308837890625,287.0273742675781,548.290283203125,1123.9383544921875,322.1963195800781,308.31353759765625,698.841552734375,1714.008056640625,335.44000244140625,776.1080932617188,0.0,861.051513671875,870.9309692382812,857.8306884765625,904.4114990234375,0.0,0.0,0.0,1759.2408447265625,1753.7423095703125,1758.0361328125
124,870.5799560546875,225.3981170654297,192.9149169921875,292.7925109863281,277.58050537109375,273.13238525390625,500.2650451660156,1022.1226196289062,319.3767395019531,306.36572265625,688.7474975585938,1709.403564453125,335.9081115722656,944.8378295898438,407.52691650390625,844.764892578125,862.860107421875,841.5017700195312,885.0281982421875,1778.837158203125,1785.5546875,1729.3460693359375,1759.230712890625,1753.7176513671875,1721.6871337890625
125,229.4436798095703,242.5517120361328,203.41815185546875,285.8719177246094,269.98944091796875,254.07798767089844,484.1607360839844,1003.0558471679688,313.8910217285156,301.0949401855469,700.7236938476562,1713.622314453125,332.4844055175781,946.4094848632812,406.2932434082031,217.275146484375,213.82501220703125,841.50244140625,214.1285400390625,1778.8409423828125,1785.5565185546875,1729.3212890625,1759.229736328125,1753.7188720703125,1721.692138671875
126,851.9225463867188,229.65176391601562,177.82736206054688,257.8992004394531,116.38299560546875,258.24627685546875,1159.3779296875,2162.3583984375,319.0852355957031,306.8015441894531,677.5450439453125,1758.044189453125,336.586669921875,937.5792236328125,408.0210876464844,828.7333984375,840.9425048828125,824.9850463867188,877.41748046875,466.3088684082031,1784.24365234375,440.7952575683594,1758.15673828125,1754.8682861328125,1759.1983642578125
127,238.3819122314453,243.7229766845703,248.88528442382812,440.15545654296875,797.268798828125,257.8857727050781,453.6757507324219,940.2529296875,328.08935546875,310.87689208984375,658.285400390625,1735.37548828125,339.54705810546875,944.5597534179688,416.143310546875,237.3338623046875,218.80516052246094,824.9813842773438,877.4158935546875,1777.5631103515625,1784.2418212890625,1777.4786376953125,1759.21875,1754.8623046875,1759.1976318359375
128,224.36843872070312,233.77566528320312,234.15330505371094,419.2872314453125,757.67578125,235.39768981933594,451.661865234375,813.5234985351562,307.3990478515625,297.5859680175781,588.6807250976562,1719.4564208984375,329.29571533203125,904.8080444335938,445.0084533691406,207.9688262939453,211.5399932861328,176.2308807373047,176.7469024658203,1777.56982421875,1784.2860107421875,1778.913818359375,1758.1019287109375,1753.7601318359375,1758.0958251953125
129,201.1210174560547,205.83119201660156,198.65155029296875,390.01470947265625,649.9959106445312,220.9438018798828,414.9910888671875,677.6759033203125,313.8238220214844,296.5704040527344,685.6785888671875,385.3976135253906,327.12738037109375,907.7982788085938,406.5599060058594,204.5269317626953,208.53317260742188,173.32843017578125,170.98069763183594,1780.1243896484375,1788.3450927734375,1782.76953125,1756.9805908203125,1752.677490234375,1758.0814208984375
130,204.65992736816406,205.88258361816406,190.7943878173828,372.2352600097656,622.5755615234375,230.9923095703125,419.41156005859375,668.833984375,307.12744140625,293.0506896972656,653.0294189453125,384.576904296875,320.7746276855469,892.4019775390625,397.5709533691406,211.89666748046875,215.43663024902344,173.262451171875,177.8574676513672,1780.121826171875,1788.3377685546875,1782.7520751953125,1756.984619140625,1752.6678466796875,1758.0736083984375
131,213.57382202148438,223.44972229003906,212.68972778320312,349.6714782714844,566.9259033203125,236.07183837890625,382.7978515625,570.9616088867188,301.1172790527344,286.6644287109375,613.5781860351562,1709.21337890625,319.657958984375,881.4303588867188,400.13836669921875,192.49124145507812,200.30393981933594,197.0489501953125,173.39675903320312,1780.14453125,1788.3787841796875,1784.1806640625,1759.1697998046875,1752.6715087890625,1721.900634765625
132,202.1084442138672,224.55889892578125,220.75267028808594,318.7298889160156,478.8923645019531,229.64280700683594,343.4165344238281,485.21527099609375,305.0846862792969,286.6645812988281,647.5629272460938,1691.158935546875,315.1117248535156,861.2503662109375,1760.1170654296875,191.0106201171875,199.07286071777344,176.7880401611328,196.99839782714844,1780.188720703125,1789.7838134765625,1788.27587890625,1758.094970703125,1751.5928955078125,1712.6707763671875
133,205.77743530273438,224.42959594726562,210.4973907470703,317.6911315917969,443.1503601074219,233.24610900878906,352.77392578125,484.79742431640625,311.9275207519531,300.075439453125,703.3255004882812,361.35382080078125,328.734375,898.6326293945312,399.37603759765625,194.47193908691406,209.36337280273438,176.82566833496094,196.8218994140625,1780.1917724609375,1789.7857666015625,1788.273193359375,1759.1605224609375,1751.5968017578125,1712.704345703125
134,204.49102783203125,229.14662170410156,215.47012329101562,292.1600036621094,374.3644104003906,232.77728271484375,323.97674560546875,418.5227966308594,309.61187744140625,301.94140625,643.9096069335938,362.83123779296875,319.5716857910156,885.7158203125,389.5654602050781,194.2204132080078,216.1954803466797,172.1542510986328,221.2598876953125,1780.195556640625,1791.168212890625,427.1091613769531,1759.161376953125,1752.5867919921875,1713.8609619140625
135,204.68716430664062,233.0608367919922,225.92291259765625,287.8084411621094,361.0422668457031,232.6742706298828,296.572509765625,425.1877746582031,299.5556945800781,288.8373718261719,680.752685546875,1695.6973876953125,302.0271911621094,877.401611328125,389.3929138183594,197.71546936035156,216.22544860839844,175.4005126953125,221.34178161621094,1781.496826171875,1791.2001953125,426.60699462890625,1760.3109130859375,1753.6492919921875,1714.8853759765625
136,204.71435546875,229.21347045898438,229.2849884033203,281.0611267089844,374.8210754394531,236.136962890625,288.9785461425781,419.7216796875,298.316650390625,295.7063903808594,729.77099609375,364.1216125488281,305.256591796875,873.46142578125,389.4023742675781,201.00033569335938,216.2439727783203,179.05055236816406,224.737548828125,1781.4986572265625,1791.1954345703125,426.6167297363281,1759.2354736328125,1753.6500244140625,1714.9228515625
137,218.6872100830078,233.5612335205078,230.10850524902344,277.292724609375,350.3207702636719,237.16815185546875,300.389404296875,439.9405517578125,307.53436279296875,308.4576416015625,779.2117919921875,356.1707458496094,318.0615234375,839.7705078125,384.6567687988281,197.8654327392578,219.8231658935547,180.37957763671875,225.2222137451172,1780.1546630859375,1789.7344970703125,426.8196716308594,1761.487548828125,1721.9462890625,1704.292236328125
138,218.73667907714844,233.7908172607422,230.46275329589844,225.9200439453125,343.8157958984375,237.5072021484375,298.7341003417969,418.9881286621094,307.5096740722656,308.5430603027344,750.326904296875,1690.1864013671875,314.584228515625,767.0831298828125,384.86492919921875,194.34332275390625,219.8238067626953,180.47996520996094,236.3102264404297,1780.1610107421875,1789.73681640625,426.9075622558594,1761.4952392578125,1721.9591064453125,1704.2779541015625
139,228.1367950439453,242.74966430664062,244.09771728515625,274.70361328125,408.4249572753906,249.57330322265625,299.83929443359375,418.0129089355469,312.5061340332031,308.8879089355469,824.2156372070312,1690.9893798828125,314.7400817871094,746.172607421875,384.7838439941406,203.511474609375,234.95518493652344,198.73968505859375,238.86709594726562,1780.1754150390625,1789.7054443359375,1749.830322265625,1766.16162109375,1724.2406005859375,1702.345703125
140,243.59616088867188,262.8488464355469,252.522216796875,279.1983642578125,440.9146423339844,270.9806213378906,295.7123718261719,449.9992980957031,301.8514404296875,302.05059814453125,828.9989624023438,1697.69677734375,300.4582824707031,671.5682373046875,389.12542724609375,228.05465698242188,250.01304626464844,204.70555114746094,253.21299743652344,1781.47119140625,1789.764892578125,1788.251953125,1768.5791015625,1730.92431640625,1701.719482421875
141,243.54408264160156,263.2318115234375,259.4021301269531,216.23777770996094,408.85223388671875,277.7025146484375,275.203369140625,410.04730224609375,301.9404296875,301.97137451171875,785.4105224609375,1697.71923828125,300.4562072753906,678.284423828125,1752.5489501953125,227.7989044189453,246.44375610351562,204.5626983642578,259.7071533203125,1781.4739990234375,1789.767578125,1788.2510986328125,1768.577880859375,1730.93310546875,1701.744384765625
142,258.8864440917969,272.741943359375,278.17193603515625,238.44822692871094,439.7620849609375,279.26763916015625,301.36114501953125,465.229736328125,308.44403076171875,308.0880432128906,844.2611694335938,1702.286865234375,306.7167663574219,759.9979248046875,389.7437744140625,234.27891540527344,250.25833129882812,223.48147583007812,266.6038513183594,1782.8011474609375,1791.133056640625,1788.2357177734375,1768.6282958984375,1762.6243896484375,1706.1817626953125
143,273.8883361816406,281.6756591796875,279.53692626953125,271.8855895996094,451.00311279296875,293.5050964355469,317.7877197265625,522.7850341796875,327.18646240234375,326.5893859863281,886.7678833007812,1714.44482421875,322.63177490234375,743.3954467773438,1758.46142578125,261.9168395996094,269.96282958984375,238.65603637695312,272.4931640625,1782.8675537109375,1791.18310546875,1788.3050537109375,1768.601806640625,1761.4969482421875,1712.626953125
144,270.62274169921875,281.0581359863281,274.5729064941406,269.4922180175781,457.6255798339844,285.7430114746094,319.0032043457031,459.7104187011719,327.2615661621094,326.6240539550781,915.939697265625,393.0196533203125,327.25299072265625,757.6448974609375,1758.533203125,262.06707763671875,265.6683349609375,238.78524780273438,276.1881408691406,1782.866943359375,1791.188232421875,0.0,1768.591796875,1761.482177734375,1712.5001220703125
145,278.71990966796875,296.59765625,297.71893310546875,283.2556457519531,449.8558654785156,300.1861267089844,316.6674499511719,480.8584899902344,333.1611633300781,332.8150329589844,884.3975830078125,1727.93603515625,332.32550048828125,753.0029907226562,1788.314453125,263.45745849609375,270.1618957519531,240.53831481933594,286.5867919921875,1781.5828857421875,1791.1934814453125,1788.349853515625,1766.2711181640625,1761.532470703125,1733.73876953125
146,275.31072998046875,296.5771179199219,289.6233825683594,269.14837646484375,452.2104187011719,299.69146728515625,311.1106262207031,457.0180358886719,336.7551574707031,336.1627197265625,895.080078125,1727.951416015625,331.40704345703125,788.7972412109375,426.7391662597656,256.5408630371094,266.8092346191406,240.40045166015625,286.4257507324219,1781.585205078125,1791.1982421875,1788.3515625,1766.274169921875,1761.5380859375,1733.732177734375
147,275.735595703125,299.18304443359375,295.4361572265625,274.267333984375,472.09515380859375,302.9154968261719,292.17913818359375,517.4977416992188,337.4941711425781,346.9384765625,896.640625,1730.1815185546875,338.54595947265625,828.682373046875,426.869140625,257.5417785644531,275.76470947265625,253.96633911132812,291.0572204589844,1782.8887939453125,1791.2269287109375,427.5039978027344,1765.068359375,1760.405029296875,1767.4002685546875
148,275.59130859375,300.4100341796875,293.4056091308594,275.72613525390625,495.8343811035156,304.36474609375,296.1175231933594,508.9752502441406,336.3648376464844,345.64056396484375,892.6197509765625,1725.341796875,337.4067077636719,846.0884399414062,426.8760681152344,254.13848876953125,271.1029357910156,240.95849609375,282.9809265136719,426.7325439453125,1791.23974609375,427.1732177734375,1761.579345703125,1758.1405029296875,1763.78369140625
149,272.2689514160156,293.9742736816406,279.5311584472656,258.8150329589844,486.74749755859375,300.88311767578125,271.5257873535156,487.40264892578125,350.4895935058594,353.53228759765625,941.7994995117188,1725.3466796875,344.239990234375,821.37451171875,427.15771484375,247.3585662841797,264.31182861328125,233.65676879882812,265.7119140625,426.79534912109375,1791.2396240234375,428.7511901855469,1761.56787109375,1758.12646484375,1763.7847900390625
150,271.91259765625,274.5692138671875,258.998779296875,253.95982360839844,459.2341003417969,297.1689453125,268.3550109863281,460.2278747558594,349.8080139160156,356.2836608886719,986.6283569335938,1723.0623779296875,342.67022705078125,813.466796875,459.90289306640625,242.81094360351562,249.1063690185547,220.41270446777344,251.3789825439453,1410.875732421875,1415.3013916015625,448.75946044921875,1759.2679443359375,1754.8397216796875,1759.1854248046875
151,251.5386962890625,272.3082580566406,260.7351989746094,237.94558715820312,433.8257141113281,283.2357177734375,254.94796752929688,438.4000244140625,336.0284118652344,346.1894226074219,950.6113891601562,403.51239013671875,328.55230712890625,760.823974609375,427.1442565917969,234.72242736816406,240.709228515625,216.64524841308594,234.12503051757812,0.0,0.0,1788.3594970703125,1755.89892578125,1751.621337890625,1710.432861328125
152,247.94021606445312,258.6693420410156,254.50584411621094,229.3041229248047,421.1338806152344,270.2740478515625,249.06280517578125,408.1803894042969,346.4314270019531,352.9039001464844,867.6781005859375,1713.846435546875,331.94970703125,751.5664672851562,426.8651428222656,234.5829620361328,237.306396484375,216.0266571044922,233.91046142578125,0.0,0.0,1788.349365234375,1754.828857421875,1751.620849609375,1710.573486328125
153,223.49630737304688,249.57501220703125,249.81654357910156,212.37350463867188,357.0686340332031,265.94317626953125,226.35665893554688,405.7632751464844,326.8075866699219,333.031494140625,878.2626953125,1749.5670166015625,318.09564208984375,680.9613647460938,1788.327392578125,226.00216674804688,224.63436889648438,207.378662109375,230.0589599609375,0.0,0.0,1785.6180419921875,1749.60546875,1747.617431640625,1746.5400390625
154,215.25018310546875,242.1686248779297,238.16342163085938,203.90130615234375,343.93707275390625,251.8005828857422,215.4360809326172,387.6636047363281,320.193115234375,326.80853271484375,827.645263671875,1743.6802978515625,311.9870300292969,703.026123046875,426.64508056640625,201.95355224609375,205.79937744140625,204.74977111816406,208.16091918945312,0.0,0.0,1786.927001953125,1743.6558837890625,1742.730712890625,1742.6959228515625
155,215.54547119140625,238.83863830566406,234.66249084472656,202.20761108398438,320.4101257324219,246.65826416015625,207.7976531982422,359.85760498046875,316.7206115722656,326.57745361328125,896.9490356445312,1743.6817626953125,308.24542236328125,723.6519775390625,1788.2611083984375,198.42303466796875,202.5406951904297,195.7776336669922,198.94810485839844,0.0,0.0,1786.92529296875,1742.743896484375,1742.7225341796875,1742.6943359375
156,211.02471923828125,240.18064880371094,216.69418334960938,187.0390167236328,317.1589660644531,246.2622833251953,177.75924682617188,350.7822265625,305.8360290527344,320.5116882324219,871.9945068359375,435.38934326171875,302.2704162597656,767.9984741210938,439.9989929199219,190.3423309326172,198.1560516357422,193.92706298828125,181.9443359375,1781.563720703125,1791.20361328125,1781.515625,1740.8577880859375,1739.967041015625,1739.0286865234375
157,211.1746826171875,236.91854858398438,214.0178680419922,177.19613647460938,322.84637451171875,246.26678466796875,174.1868438720703,337.34503173828125,298.64385986328125,306.6285400390625,823.8795166015625,1741.777587890625,294.89752197265625,705.3572387695312,1784.14404296875,193.79306030273438,202.08302307128906,193.3031005859375,182.02500915527344,0.0,0.0,1781.51953125,1740.8564453125,1739.9654541015625,1739.027099609375
158,206.69158935546875,222.23663330078125,192.6670379638672,173.71055603027344,322.5559997558594,246.08367919921875,162.61744689941406,322.5290832519531,297.0116882324219,308.4876403808594,842.7215576171875,1739.0455322265625,293.4922180175781,715.78173828125,1778.8406982421875,196.07090759277344,197.65557861328125,178.1541748046875,177.3849334716797,0.0,0.0,1777.555419921875,1738.204833984375,1737.37109375,1737.2872314453125
159,213.9971160888672,209.86439514160156,181.64523315429688,192.53070068359375,328.6868896484375,242.7188720703125,167.6268768310547,322.1148681640625,286.8106994628906,294.52734375,785.28857421875,1738.16943359375,286.53045654296875,674.8765258789062,1771.15087890625,200.15621948242188,201.41064453125,172.31150817871094,177.1920166015625,1770.0106201171875,1777.59765625,1769.876953125,1739.0908203125,1737.3717041015625,1737.2913818359375
160,224.32257080078125,220.05728149414062,184.073486328125,196.10269165039062,329.6557922363281,246.1424560546875,169.07496643066406,339.8296203613281,295.0796813964844,298.40191650390625,806.830078125,1738.171630859375,286.70526123046875,636.6688842773438,1771.155029296875,203.59385681152344,201.6162567138672,183.87466430664062,180.63876342773438,1770.010009765625,1777.5999755859375,1769.87744140625,1739.099365234375,1737.3658447265625,1737.2945556640625
161,227.93930053710938,230.10353088378906,197.51210021972656,196.51051330566406,337.1849670410156,246.31216430664062,170.88388061523438,321.2043762207031,296.3824462890625,303.96832275390625,837.173583984375,1739.03271484375,291.5577087402344,624.1510009765625,1767.37939453125,207.7213592529297,205.0923309326172,189.3842315673828,181.0513153076172,1766.29736328125,1769.9952392578125,1760.406494140625,1739.1033935546875,1740.00390625,1738.1517333984375
162,231.441650390625,215.43936157226562,191.7971954345703,207.35324096679688,367.7388610839844,227.07130432128906,197.17349243164062,329.31103515625,294.8140563964844,302.2998352050781,845.8837280273438,426.7290344238281,291.44683837890625,744.53857421875,1761.492919921875,212.27049255371094,209.12368774414062,205.1564483642578,181.50814819335938,1761.6107177734375,1762.7879638671875,1759.166748046875,1739.9891357421875,0.0,1739.942138671875
163,234.81068420410156,215.53439331054688,192.8358612060547,207.5467987060547,377.697998046875,225.7311248779297,198.32456970214844,299.4205017089844,280.865234375,291.4073486328125,863.9829711914062,426.88922119140625,265.9708557128906,619.5711059570312,1761.496826171875,219.52052307128906,216.09072875976562,208.56272888183594,195.1306915283203,1761.615478515625,1762.79296875,1759.1705322265625,1739.9932861328125,0.0,1739.9388427734375
164,240.08946228027344,228.9911346435547,206.28033447265625,226.71719360351562,407.26190185546875,240.53460693359375,207.5067596435547,331.7476806640625,296.1993103027344,301.122802734375,883.6815795898438,426.73779296875,285.084228515625,789.2122192382812,433.7734069824219,234.64312744140625,227.5261688232422,215.4951171875,206.67051696777344,1759.3427734375,1760.517333984375,1757.0045166015625,428.0424499511719,1313.030029296875,426.90087890625
165,243.5559539794922,236.85165405273438,209.01840209960938,229.80245971679688,407.1861572265625,250.55715942382812,212.6243438720703,343.0179443359375,296.3526306152344,304.4917297363281,880.6450805664062,427.3477478027344,292.03131103515625,772.8629150390625,437.2622985839844,243.25064086914062,230.93572998046875,226.47348022460938,206.86627197265625,1759.35107421875,1760.52197265625,1757.0115966796875,1739.071533203125,0.0,1738.173828125
166,254.543701171875,240.48313903808594,213.96092224121094,230.45896911621094,444.84332275390625,262.94708251953125,236.63204956054688,384.713134765625,310.5777282714844,321.8293762207031,926.2469482421875,432.7680969238281,304.7622985839844,781.3972778320312,437.2954406738281,264.23553466796875,240.35317993164062,242.36207580566406,220.81820678710938,1759.3006591796875,1760.5189208984375,1758.1190185546875,1739.9765625,0.0,1739.057373046875
167,282.1569519042969,246.5429229736328,231.7128143310547,260.6192321777344,468.1627197265625,270.6092224121094,259.8232421875,448.48193359375,344.31207275390625,347.7907409667969,959.791748046875,437.081787109375,335.9242858886719,790.7576904296875,435.77099609375,272.36773681640625,266.28857421875,268.8072204589844,237.9575958251953,0.0,0.0,1758.1693115234375,1739.9649658203125,0.0,1740.8602294921875
168,283.1166687011719,250.88768005371094,242.17092895507812,251.57373046875,466.59747314453125,269.7796325683594,264.263671875,426.904541015625,343.66064453125,347.1546630859375,943.0379638671875,437.8365173339844,330.5769958496094,811.6907958984375,438.0500183105469,273.04229736328125,270.4931335449219,272.34771728515625,241.47091674804688,0.0,0.0,1758.1712646484375,1739.97314453125,0.0,1740.8739013671875
169,301.1711120605469,278.23388671875,269.4253234863281,269.888671875,1813.8197021484375,284.7347412109375,289.31878662109375,484.8703308105469,353.5239562988281,354.3157653808594,924.0238037109375,441.225341796875,344.10382080078125,813.637939453125,437.8277282714844,286.3681335449219,274.90380859375,280.7649841308594,246.25234985351562,0.0,0.0,1759.2950439453125,0.0,0.0,443.6772155761719
170,309.13018798828125,292.0665283203125,284.7452392578125,296.8111877441406,562.611083984375,309.92828369140625,320.1508483886719,529.9818725585938,387.5039978027344,388.84515380859375,935.2095947265625,444.33856201171875,378.05853271484375,841.613525390625,443.01220703125,311.1070251464844,287.11004638671875,289.4278869628906,272.94171142578125,0.0,0.0,1760.40625,0.0,0.0,0.0
171,309.2998962402344,295.4747314453125,284.822998046875,296.01580810546875,555.8114624023438,310.8360595703125,320.0269775390625,521.6776733398438,387.5926513671875,390.17462158203125,934.96240234375,443.38153076171875,378.5371398925781,834.6398315429688,446.987060546875,318.3927307128906,290.5904541015625,289.07122802734375,269.5008850097656,0.0,0.0,449.5621643066406,0.0,0.0,1368.8203125
172,309.7441101074219,303.44952392578125,296.2226257324219,303.42822265625,571.2251586914062,310.9994812011719,329.27410888671875,558.8966674804688,397.59259033203125,399.2928466796875,939.79150390625,1742.7100830078125,394.5697937011719,860.1306762695312,448.8022155761719,325.85162353515625,303.96185302734375,304.813232421875,270.9170837402344,0.0,0.0,1760.4873046875,0.0,0.0,0.0
173,310.09613037109375,309.74261474609375,298.8274841308594,307.0028381347656,580.2201538085938,313.5359802246094,330.03582763671875,566.0965576171875,394.7244567871094,395.93359375,918.6796875,441.2926025390625,392.3330993652344,881.98828125,455.7253112792969,322.97467041015625,303.9181823730469,308.2814636230469,274.0270690917969,0.0,0.0,461.67333984375,0.0,0.0,0.0
174,314.7554016113281,306.31103515625,294.9804992675781,319.74896240234375,619.7593383789062,309.1556396484375,338.2721252441406,561.622314453125,408.63623046875,402.0793151855469,958.55810546875,445.3795166015625,409.69415283203125,898.1390991210938,453.3873291015625,322.4407958984375,305.1600341796875,307.9021301269531,285.3793029785156,0.0,0.0,1765.15625,0.0,0.0,0.0
175,305.89410400390625,295.29345703125,290.9320068359375,320.92132568359375,619.2119750976562,301.69952392578125,345.0317687988281,570.59033203125,383.2027282714844,378.1171569824219,921.4031982421875,446.020263671875,385.416748046875,903.8976440429688,1768.76513671875,310.511962890625,292.36358642578125,300.126220703125,281.9709167480469,0.0,0.0,1768.81201171875,0.0,0.0,0.0
176,305.7507019042969,298.2569885253906,294.2859191894531,316.8448181152344,581.4566650390625,304.4837646484375,341.70806884765625,563.4185180664062,383.701416015625,380.52593994140625,928.2031860351562,1739.9658203125,382.01214599609375,891.2280883789062,1768.7701416015625,306.94903564453125,288.9031982421875,296.296630859375,278.5420837402344,0.0,0.0,1768.8193359375,0.0,0.0,0.0
177,301.408203125,291.62188720703125,284.6990966796875,317.100830078125,668.7728881835938,301.004150390625,338.24053955078125,554.1700439453125,390.5952453613281,382.4480285644531,911.79052734375,1738.2052001953125,402.9366149902344,941.7943725585938,1771.2242431640625,290.07952880859375,276.1562194824219,286.8439025878906,266.0130920410156,0.0,0.0,0.0,0.0,0.0,0.0
178,287.719482421875,286.97021484375,275.92584228515625,298.4702453613281,547.5950927734375,296.3826904296875,308.1802673339844,511.89434814453125,387.80206298828125,378.96124267578125,917.2080078125,460.8971252441406,389.3132629394531,941.8896484375,0.0,267.8428649902344,266.32354736328125,273.7488708496094,251.43670654296875,0.0,0.0,0.0,0.0,0.0,0.0
179,287.6100158691406,283.11663818359375,275.8670654296875,291.8247375488281,569.6464233398438,292.66302490234375,302.7602844238281,504.6916809082031,389.369140625,380.6551208496094,903.49609375,1738.1639404296875,393.50018310546875,955.2564086914062,0.0,267.407470703125,263.0210876464844,269.9195556640625,247.93133544921875,0.0,0.0,0.0,0.0,0.0,0.0
180,253.6184539794922,270.1444396972656,261.82220458984375,286.76312255859375,567.4953002929688,277.6786804199219,289.62982177734375,486.4115295410156,365.61798095703125,359.24896240234375,880.7871704101562,457.4228820800781,368.6885986328125,956.1446533203125,1784.272216796875,262.2377014160156,253.48158264160156,246.8188934326172,238.4844207763672,0.0,0.0,0.0,1739.977294921875,1740.021484375,1739.062255859375
181,241.62493896484375,250.45965576171875,247.435302734375,279.885498046875,512.7449340820312,258.6372375488281,284.2266540527344,449.1485290527344,344.9927978515625,337.2378845214844,846.6644287109375,1741.7840576171875,350.138916015625,986.5181884765625,1789.7955322265625,231.484130859375,230.39634704589844,237.3226776123047,236.95179748535156,0.0,0.0,0.0,1740.8934326171875,1741.8165283203125,1741.777099609375
182,241.21974182128906,247.01914978027344,247.05650329589844,271.97003173828125,483.9655456542969,259.5206298828125,279.5893249511719,442.2308349609375,338.4402770996094,339.1168212890625,836.6376342773438,1741.7860107421875,346.0973815917969,986.927001953125,1789.785400390625,231.35694885253906,227.07470703125,233.9100341796875,229.28892517089844,0.0,0.0,0.0,1740.887939453125,1741.8135986328125,1741.7794189453125
183,223.83924865722656,237.32815551757812,237.83963012695312,261.8232727050781,449.06854248046875,237.44105529785156,265.6376037597656,379.1636657714844,328.98492431640625,324.96136474609375,839.6718139648438,1744.5972900390625,335.9421081542969,955.5639038085938,1798.4093017578125,225.59132385253906,218.2819061279297,202.4803466796875,216.16033935546875,0.0,0.0,0.0,1744.6700439453125,1744.676513671875,1744.6412353515625
184,223.6322479248047,233.934326171875,234.48731994628906,261.24932861328125,457.33349609375,234.0257568359375,265.5919494628906,372.0667724609375,332.3257751464844,320.6693420410156,842.0162963867188,438.8960876464844,339.1937561035156,968.8453979492188,437.6081237792969,218.84600830078125,211.27818298339844,201.96282958984375,209.1999053955078,0.0,0.0,0.0,1744.65966796875,1744.6712646484375,1744.639404296875
